CalYear,FinYear,TypeOfIncident,PropertyType,PropertyCategory,IsBariatric,SpecialServiceTypeCategory,SpecialServiceType,WardCode,WardName,BoroughCode,BoroughName,StnGroundName,Postcode,PumpCount,PumpMinutesRounded,Notional Cost (£)
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013994,CLOCK HOUSE,E09000006,BROMLEY,Beckenham,BR3,2,207,1484
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014005,SHORTLANDS & PARK LANGLEY,E09000006,BROMLEY,Beckenham,BR3,1,60,430
2024,2023/24,Special Service,Road surface/pavement ,Outdoor,1,Assist other agencies,Assist ambulance with over weight person,E05013909,EAST HAM,E09000025,NEWHAM,East Ham,E6,1,60,388
2021,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013719,Deptford,E09000023,LEWISHAM,Deptford,SE8,1,60,346
2011,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05014058,Chadwell Heath,E09000002,Barking and Dagenham,Dagenham,RM6,1,60,260
2015,2015/16,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013767,Sutton South,E09000029,Sutton,Sutton,SM2,1,73,363
2023,2023/24,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014104,HERNE HILL & LOUGHBOROUGH JUNCTION,E09000022,LAMBETH,Brixton,SE24,1,60,388
2021,2021/22,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011470,NEW ADDINGTON NORTH,E09000008,CROYDON,Addington,CR0,1,60,352
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013980,RUSH GREEN & CROWLANDS,E09000016,HAVERING,Dagenham,RM7,2,131,795
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013574,NORTHWOOD,E09000017,HILLINGDON,Ruislip,HA6,1,60,388
2021,2021/22,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013588,Crouch End,E09000014,HARINGEY,Hornsey,N8,1,60,352
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013806,ST. JAMES'S,E09000033,WESTMINSTER,Soho,WC2H,1,60,388
2020,2019/20,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013804,Queen's Park,E09000033,WESTMINSTER,North Kensington,W9,2,202,1141
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011225,ERITH,E09000004,BEXLEY,Erith,DA8,1,62,401
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014075,Charlton Village & Riverside,E09000011,GREENWICH,East Greenwich,SE7,1,60,352
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014003,PETTS WOOD & KNOLL,E09000006,BROMLEY,Orpington,BR6,2,60,364
2021,2021/22,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013946,Tudor,E09000021,KINGSTON UPON THAMES,Kingston,KT2,1,60,352
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011471,NEW ADDINGTON SOUTH,E09000008,CROYDON,Addington,CR0,1,60,364
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To medical case,E05011245,HAINAULT,E09000026,REDBRIDGE,Hainault,IG7,1,116,704
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013606,BEDFONT,E09000018,HOUNSLOW,Feltham,TW14,2,60,364
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013519,Dormers Wells,E09000009,EALING,Southall,UB1,1,126,764
2020,2020/21,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Effecting entry/exit,Effecting entry - Other action,E05013536,South Acton,E09000009,EALING,Acton,W3,1,60,346
2016,2016/17,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009383,SPRINGFIELD,E09000012,HACKNEY,Stoke Newington,N16,1,60,326
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013677,CARTERHATCH,E09000010,ENFIELD,Enfield,EN3,1,60,388
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014091,WEST THAMESMEAD,E09000011,GREENWICH,Plumstead,SE28,1,60,388
2010,2010/11,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05009370,Dalston,E09000012,Hackney,Homerton,E8,1,205,888
2024,2024/25,Special Service,Self contained Sheltered Housing ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05013771,WALLINGTON SOUTH,E09000029,SUTTON,Wallington,SM6,1,71,509
2013,2013/14,Special Service,Car ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05013929,Berrylands,E09000021,Kingston upon Thames,Surbiton,KT5,1,60,290
2013,2013/14,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013749,Walham Green,E09000013,Hammersmith and Fulham,Fulham,SW6,1,60,290
2018,2018/19,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011486,THORNTON HEATH,E09000008,CROYDON,Norbury,CR7,2,60,333
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05011222,CRAYFORD,E09000004,BEXLEY,Bexley,DA1,1,60,388
2017,2017/18,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013752,White City,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W12,1,60,328
2013,2013/14,Special Service,Pub/wine bar/bar ,Non Residential,1,Other rescue/release of persons,Rescue/Release of persons - From height,E05011116,South Bermondsey,E09000028,Southwark,Old Kent Road,SE16,1,109,527
2020,2020/21,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013975,Heaton,E09000016,HAVERING,Harold Hill,RM3,1,63,363
2013,2013/14,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05013997,Farnborough & Crofton,E09000006,Bromley,Orpington,BR6,1,60,290
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014028,WANDSWORTH TOWN,E09000032,WANDSWORTH,Wandsworth,SW18,1,60,430
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011468,FAIRFIELD,E09000008,CROYDON,Croydon,CR0,1,60,339
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013987,BECKENHAM TOWN & COPERS COPE,E09000006,BROMLEY,Beckenham,BR3,1,60,388
2023,2023/24,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013605,WOODSIDE,E09000014,HARINGEY,Tottenham,N22,1,60,388
2016,2016/17,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013586,Bounds Green,E09000014,HARINGEY,Southgate,N11,1,60,326
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,No action (not false alarm),Service not required,E05011482,SHIRLEY NORTH,E09000008,CROYDON,Woodside,CR0,1,60,388
2022,2021/22,Special Service,Exhibition Centre ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013585,Alexandra Park,E09000014,HARINGEY,Hornsey,N22,1,60,352
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013990,BROMLEY COMMON & HOLWOOD,E09000006,BROMLEY,Biggin Hill,BR2,1,60,388
2018,2018/19,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009325,Lansbury,E09000030,TOWER HAMLETS,Poplar,E14,1,60,333
2016,2016/17,Special Service,Car ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05013815,Graveney,E09000024,MERTON,Mitcham,CR4,1,60,326
2009,2009/10,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assistance to other agencies,E05011220,Blackfen & Lamorbey,E09000004,Bexley,Sidcup,DA15,1,60,260
2017,2016/17,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Other Transport incident,Transport incident - Stand by - no action,E05011244,Goodmayes,E09000026,REDBRIDGE,Ilford,IG3,2,83,451
2020,2020/21,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013682,Haselbury,E09000010,ENFIELD,Edmonton,N9,2,68,392
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011472,Norbury & Pollards Hill,E09000008,CROYDON,Norbury,SW16,2,129,705
2024,2024/25,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013656,FORTUNE GREEN,E09000007,CAMDEN,West Hampstead,NW2,1,60,430
2020,2020/21,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013588,Crouch End,E09000014,HARINGEY,Hornsey,N8,1,60,346
2019,2018/19,Special Service,Purpose Built Flats/Maisonettes - 10 or more storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013924,Stratford,E09000025,NEWHAM,Stratford,E15,1,82,455
2014,2014/15,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05014067,Parsloes,E09000002,Barking and Dagenham,Dagenham,RM9,2,208,1023
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05014009,BALHAM,E09000032,WANDSWORTH,Clapham,SW12,1,60,364
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Other rescue/release of persons,Rescue/Release of persons - From height,E05013655,CAMDEN TOWN,E09000007,CAMDEN,Kentish Town,NW1,1,171,1226
2024,2024/25,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011107,NORTH WALWORTH,E09000028,SOUTHWARK,Old Kent Road,SE17,1,60,430
2024,2024/25,Special Service,Car ,Road Vehicle,1,Assist other agencies,Assist ambulance with over weight person,E05009327,MILE END,E09000030,TOWER HAMLETS,Poplar,E14,2,152,1089
2011,2010/11,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013597,St. Ann's,E09000014,Haringey,Tottenham,N15,1,60,260
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013989,Biggin Hill,E09000006,BROMLEY,Biggin Hill,TN16,1,60,328
2012,2012/13,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013594,Muswell Hill,E09000014,Haringey,Hornsey,N10,1,60,260
2024,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014072,ABBEY WOOD,E09000011,GREENWICH,Plumstead,SE2,1,60,388
2021,2021/22,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013901,Valley,E09000031,WALTHAM FOREST,Chingford,E4,1,68,399
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013572,HILLINGDON WEST,E09000017,HILLINGDON,Hillingdon,UB8,1,60,388
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013647,UNDERHILL,E09000003,BARNET,Barnet,EN5,1,60,388
2012,2011/12,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013742,Lillie,E09000013,Hammersmith and Fulham,Fulham,SW6,1,60,260
2010,2010/11,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Other assistance to police/ambulance,E05013501,Harlesden & Kensal Green,E09000005,Brent,Willesden,NW10,1,79,342
2022,2022/23,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014078,ELTHAM PARK & PROGRESS,E09000011,GREENWICH,Eltham,SE9,1,100,607
2024,2024/25,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011248,MAYFIELD,E09000026,REDBRIDGE,Ilford,IG3,1,60,430
2022,2022/23,Special Service,Converted Flat/Maisonette - Up to 2 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05009380,LEA BRIDGE,E09000012,HACKNEY,Homerton,E5,1,84,510
2024,2024/25,Special Service,Leisure Centre ,Non Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013635,EAST BARNET,E09000003,BARNET,Barnet,EN4,1,60,430
2023,2022/23,Special Service,House - single occupancy ,Dwelling,1,Effecting entry/exit,Effecting entry/exit - To person in distress,E05011482,SHIRLEY NORTH,E09000008,CROYDON,Woodside,CR0,1,96,582
2020,2019/20,Special Service,Passenger plane ,Aircraft,1,Stand By,Stand by - Aircraft landing,E05013570,Heathrow Villages,E09000017,HILLINGDON,Heathrow,TW6,3,61,345
2017,2017/18,Special Service,House - single occupancy ,Dwelling,1,Medical Incident - Co-responder,Medical Co-responder: Lift person,E05014113,Streatham Hill East,E09000022,LAMBETH,West Norwood,SW2,1,60,328
2021,2021/22,Special Service,Hotel/motel ,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05011464,BENSHAM MANOR,E09000008,CROYDON,Norbury,CR7,1,67,393
2024,2023/24,Special Service,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013649,WEST HENDON,E09000003,BARNET,Hendon,NW4,1,60,388
2017,2016/17,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013810,Abbey,E09000024,MERTON,Wimbledon,SW19,1,60,326
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013720,DOWNHAM,E09000023,LEWISHAM,Bromley,BR1,1,60,388
2023,2023/24,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013987,BECKENHAM TOWN & COPERS COPE,E09000006,BROMLEY,Beckenham,BR3,2,215,1390
2023,2023/24,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05011095,BOROUGH & BANKSIDE,E09000028,SOUTHWARK,Dowgate,SE1,1,60,388
2018,2018/19,Special Service,House - single occupancy ,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05014076,East Greenwich,E09000011,GREENWICH,East Greenwich,SE10,1,184,1021
2019,2019/20,Special Service,House - single occupancy ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05013571,Hillingdon East,E09000017,HILLINGDON,Hillingdon,UB10,1,121,684
2024,2024/25,Special Service,Nursing/Care Home/Hospice,Other Residential,1,Assist other agencies,Assist ambulance with over weight person,E05013593,HORNSEY,E09000014,HARINGEY,Hornsey,N8,1,60,430
2024,2024/25,Special Service,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,1,Assist other agencies,Assist ambulance with over weight person,E05013739,FULHAM TOWN,E09000013,HAMMERSMITH AND FULHAM,Fulham,SW6,1,97,695
2022,2022/23,Special Service,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Dwelling,1,Medical Incident,Medical incident - Lift person ,E05009319,BOW EAST,E09000030,TOWER HAMLETS,Bethnal Green,E3,1,60,364
